run,ndata,hidden_size,nlayers,dropout,embedding_size,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,base_train_loss,base_dev_loss,base_test_loss,base_train_acc,base_dev_acc,base_test_acc
0,1,776,0,0.09,768,4.2977,4.8486,4.8464,1.0000,0.0583,0.0620,0.0000,6.6474,6.6474,1.0000,0.0583,0.0620
1,2,433,2,0.27,768,4.3219,4.7686,4.7695,0.5000,0.0583,0.0620,0.0000,15.3762,15.4294,1.0000,0.1545,0.1535
2,3,310,1,0.38,768,4.3458,4.7663,4.7639,0.3333,0.0446,0.0503,0.0002,7.9545,7.9319,1.0000,0.1567,0.1583
3,4,300,1,0.42,768,4.3692,4.7506,4.7481,0.2500,0.0446,0.0503,0.0007,7.1934,7.1659,1.0000,0.1645,0.1673
4,5,1009,2,0.39,768,4.3923,4.7222,4.7209,0.2000,0.0446,0.0503,0.0000,7.8137,7.8342,1.0000,0.2253,0.2275
5,6,657,2,0.41000000000000003,768,4.4150,4.7348,4.7336,0.1667,0.0446,0.0503,0.0001,6.9416,6.9483,1.0000,0.1673,0.1689
6,8,455,2,0.23,768,4.2519,4.6811,4.6806,0.2500,0.0583,0.0620,0.0003,10.1039,10.0685,1.0000,0.1235,0.1273
7,9,103,2,0.09,768,4.1432,4.6454,4.6466,0.3333,0.1781,0.1729,0.0041,7.1342,7.1422,1.0000,0.2258,0.2252
8,12,203,2,0.14,768,4.1418,4.6337,4.6370,0.3333,0.1781,0.1729,0.0005,7.7397,7.7841,1.0000,0.2170,0.2137
9,14,150,1,0.31,768,4.1214,4.6303,4.6342,0.2857,0.1781,0.1729,0.0010,6.4577,6.4939,1.0000,0.2536,0.2509
10,18,72,0,0.15,768,4.1796,4.6243,4.6241,0.2222,0.1781,0.1729,0.0094,6.0592,6.0573,1.0000,0.2542,0.2546
11,22,467,2,0.27,768,4.1782,4.6000,4.5996,0.1818,0.1781,0.1729,0.0002,6.4585,6.4731,1.0000,0.3035,0.3025
12,27,377,2,0.5,768,4.2565,4.6206,4.6202,0.1481,0.1781,0.1729,0.0001,5.5243,5.5378,1.0000,0.3133,0.3122
13,33,436,0,0.44,768,4.1645,4.5883,4.5889,0.1515,0.1781,0.1729,0.0168,5.1313,5.1358,1.0000,0.3089,0.3092
14,41,382,0,0.1,768,4.2582,4.4588,4.4636,0.1463,0.1781,0.1729,0.0047,3.7746,3.8039,1.0000,0.3869,0.3863
15,51,326,2,0.5,768,4.1912,4.4159,4.4210,0.1569,0.1781,0.1729,0.0128,3.5042,3.5440,1.0000,0.4003,0.3982
16,63,326,2,0.49,768,4.0539,4.3584,4.3662,0.2063,0.1781,0.1729,0.0083,3.5863,3.6078,1.0000,0.4418,0.4349
17,77,247,2,0.44,768,4.0918,4.2848,4.2927,0.1818,0.1781,0.1729,0.0099,3.4233,3.4770,1.0000,0.4642,0.4570
18,96,179,2,0.05,768,4.0469,4.2124,4.2215,0.1771,0.1781,0.1729,0.0026,3.6600,3.7123,1.0000,0.4859,0.4802
19,118,137,2,0.02,768,4.0593,4.2202,4.2295,0.1780,0.1781,0.1729,0.0051,3.5556,3.5871,1.0000,0.4805,0.4760
20,146,786,2,0.23,768,3.9710,4.1624,4.1727,0.1918,0.1781,0.1729,0.0003,4.4471,4.5437,1.0000,0.5140,0.5076
21,180,410,1,0.31,768,3.9271,4.1401,4.1505,0.2000,0.1781,0.1729,0.0051,3.1909,3.2387,1.0000,0.5253,0.5196
22,223,388,1,0.37,768,3.9568,4.1036,4.1137,0.1883,0.1781,0.1729,0.0071,2.7090,2.7484,1.0000,0.5616,0.5549
23,276,38,2,0.25,768,3.9372,4.0926,4.1043,0.1957,0.1781,0.1729,0.1936,2.6642,2.6770,0.9855,0.5324,0.5310
24,341,467,1,0.41000000000000003,768,3.9166,4.0885,4.0990,0.1906,0.1781,0.1729,0.0079,2.5944,2.6207,1.0000,0.5899,0.5854
25,421,176,0,0.09,768,3.9630,4.0733,4.0849,0.1829,0.1781,0.1729,0.1800,2.3156,2.3444,1.0000,0.5919,0.5872
26,520,57,2,0.02,768,3.9760,4.0688,4.0818,0.1769,0.1781,0.1729,0.1557,2.3671,2.4001,1.0000,0.5924,0.5903
27,642,968,2,0.15,768,3.9504,4.0634,4.0783,0.1869,0.1781,0.1729,0.0006,3.5331,3.5945,1.0000,0.6331,0.6330
28,794,268,0,0.01,768,3.9443,4.0604,4.0750,0.1864,0.1781,0.1729,0.2692,2.0558,2.0933,0.9987,0.6282,0.6249
29,981,270,0,0.3,768,3.9348,4.0653,4.0794,0.1865,0.1781,0.1729,0.3759,1.9524,1.9834,0.9898,0.6468,0.6466
30,1212,596,2,0.24,768,3.9375,4.0690,4.0847,0.1873,0.1781,0.1729,0.0070,2.3993,2.4392,1.0000,0.6874,0.6843
31,1498,694,0,0.49,768,3.9606,4.0735,4.0909,0.1883,0.1781,0.1729,0.2409,1.7533,1.7934,0.9947,0.6907,0.6902
32,1851,837,0,0.48,768,3.9618,4.0754,4.0932,0.1880,0.1781,0.1729,0.2706,1.6393,1.6759,0.9881,0.7100,0.7088
33,2287,487,2,0.4,768,3.9453,4.0810,4.0992,0.1928,0.1781,0.1729,0.3922,1.5694,1.6057,0.9314,0.7224,0.7196
34,2826,418,0,0.11,768,3.9428,4.0884,4.1073,0.1921,0.1781,0.1729,0.3479,1.5421,1.5779,0.9706,0.7274,0.7249
35,3492,407,0,0.05,768,3.9432,4.0932,4.1125,0.1913,0.1781,0.1729,0.3676,1.4869,1.5213,0.9651,0.7394,0.7383
36,4315,657,0,0.0,768,3.9368,4.1014,4.1211,0.1910,0.1781,0.1729,0.3846,1.4259,1.4548,0.9571,0.7537,0.7519
37,5332,442,1,0.22,768,3.9415,4.1022,4.1225,0.1885,0.1781,0.1729,0.3494,1.3579,1.3962,0.9411,0.7671,0.7670
38,6589,398,1,0.37,768,3.9428,4.1075,4.1284,0.1867,0.1781,0.1729,0.5260,1.2996,1.3338,0.9032,0.7703,0.7689
39,8142,369,2,0.04,768,3.9394,4.1132,4.1345,0.1868,0.1781,0.1729,0.4209,1.4112,1.4573,0.9183,0.7766,0.7717
40,10061,75,2,0.43,768,3.9273,4.1195,4.1417,0.1912,0.1781,0.1729,0.6534,1.2820,1.3189,0.8784,0.7754,0.7717
41,12432,179,1,0.18,768,3.9322,4.1239,4.1468,0.1911,0.1781,0.1729,0.5129,1.2266,1.2595,0.8989,0.7943,0.7929
42,15362,442,0,0.09,768,3.9288,4.1296,4.1531,0.1911,0.1781,0.1729,0.4185,1.2027,1.2252,0.9265,0.8030,0.8012
43,18983,111,0,0.14,768,3.9284,4.1353,4.1596,0.1918,0.1781,0.1729,0.5257,1.1929,1.2142,0.9037,0.8037,0.8040
44,23457,242,0,0.37,768,3.9277,4.1417,4.1665,0.1914,0.1781,0.1729,0.5154,1.1692,1.1941,0.8977,0.8111,0.8113
45,28985,107,0,0.35000000000000003,768,3.9274,4.1479,4.1734,0.1907,0.1781,0.1729,0.5459,1.1463,1.1736,0.8915,0.8159,0.8144
46,35816,150,0,0.11,768,3.9489,4.0577,4.0741,0.1892,0.1781,0.1729,0.4856,0.8117,0.8109,0.9035,0.8385,0.8380
47,44258,38,2,0.41000000000000003,768,3.9870,4.0258,4.0387,0.1841,0.1781,0.1729,1.1747,1.3186,1.3160,0.7691,0.7393,0.7421
48,54689,248,2,0.23,768,4.0154,4.0178,4.0295,0.1796,0.1781,0.1729,0.3574,0.6234,0.6203,0.9243,0.8669,0.8684
49,67578,670,1,0.29,768,4.0297,4.0163,4.0275,0.1766,0.1781,0.1729,0.2791,0.5752,0.5755,0.9458,0.8761,0.8781
