run,ndata,hidden_size,nlayers,dropout,embedding_size,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,base_train_loss,base_dev_loss,base_test_loss,base_train_acc,base_dev_acc,base_test_acc
20,215,786,2,0.23,768,4.4632,4.7362,4.7369,0.1302,0.0788,0.0795,0.0000,3.5321,3.6828,1.0000,0.6303,0.6284
21,271,410,1,0.31,768,4.4510,4.6909,4.6923,0.1218,0.0871,0.0859,0.0005,2.3374,2.4371,1.0000,0.6608,0.6593
22,343,388,1,0.37,768,4.4696,4.6608,4.6669,0.1254,0.0871,0.0859,0.0006,2.0871,2.1926,1.0000,0.6972,0.6929
23,433,38,2,0.25,768,4.4121,4.6623,4.6696,0.1316,0.0871,0.0859,0.3494,2.1067,2.1820,0.9746,0.6339,0.6350
24,548,467,1,0.41000000000000003,768,4.3892,4.6403,4.6492,0.1296,0.0871,0.0859,0.0010,2.0340,2.1376,1.0000,0.7149,0.7120
25,692,176,0,0.09,768,4.4028,4.6129,4.6255,0.1272,0.0871,0.0859,0.0212,1.7376,1.7970,1.0000,0.7160,0.7169
26,875,57,2,0.02,768,4.4205,4.5923,4.6057,0.1223,0.0871,0.0859,0.0254,1.8861,1.8975,1.0000,0.7204,0.7170
27,1106,968,2,0.15,768,4.4684,4.5463,4.5648,0.1103,0.0871,0.0859,0.0001,2.3378,2.5408,1.0000,0.7734,0.7683
28,1398,268,0,0.01,768,4.4545,4.5212,4.5432,0.1173,0.1325,0.1333,0.0384,1.3987,1.4635,1.0000,0.7695,0.7658
29,1767,270,0,0.3,768,4.4411,4.5226,4.5464,0.1160,0.1325,0.1333,0.0519,1.2782,1.3659,0.9994,0.7858,0.7818
30,2234,596,2,0.24,768,4.4170,4.5303,4.5576,0.1164,0.1325,0.1333,0.0215,1.3394,1.4740,0.9987,0.8046,0.7989
31,2823,694,0,0.49,768,4.4176,4.5238,4.5528,0.1162,0.1325,0.1333,0.1229,1.1016,1.1909,0.9936,0.8103,0.8056
32,3568,837,0,0.48,768,4.4223,4.5204,4.5465,0.1174,0.1325,0.1333,0.1331,1.0318,1.0923,0.9922,0.8220,0.8144
33,4510,487,2,0.4,768,4.4171,4.5164,4.5441,0.1211,0.1325,0.1333,0.1239,0.9263,0.9624,0.9796,0.8369,0.8344
34,5701,418,0,0.11,768,4.4095,4.5255,4.5558,0.1161,0.1325,0.1333,0.1640,0.9371,0.9951,0.9882,0.8331,0.8280
35,7206,407,0,0.05,768,4.3972,4.5355,4.5675,0.1153,0.0871,0.0859,0.1911,0.9111,0.9788,0.9831,0.8385,0.8328
36,9108,657,0,0.0,768,4.4016,4.5345,4.5669,0.1177,0.1325,0.1333,0.2255,0.8870,0.9458,0.9736,0.8471,0.8401
37,11513,442,1,0.22,768,4.4035,4.5351,4.5687,0.1195,0.1325,0.1333,0.0940,0.7444,0.7901,0.9898,0.8675,0.8617
38,14552,398,1,0.37,768,4.3894,4.5339,4.5700,0.1192,0.1325,0.1333,0.0948,0.6749,0.7136,0.9854,0.8750,0.8697
39,18393,369,2,0.04,768,4.3986,4.5308,4.5635,0.1189,0.1325,0.1333,0.1716,0.6803,0.6940,0.9693,0.8727,0.8691
40,23249,75,2,0.43,768,4.3936,4.5189,4.5551,0.1238,0.1325,0.1333,0.2748,0.7523,0.7645,0.9483,0.8720,0.8683
41,29386,179,1,0.18,768,4.3826,4.5240,4.5640,0.1228,0.1325,0.1333,0.1624,0.5838,0.6153,0.9701,0.8880,0.8827
42,37143,442,0,0.09,768,4.4086,4.5086,4.5270,0.1234,0.1325,0.1333,0.2017,0.5529,0.5507,0.9658,0.8955,0.8931
43,46947,111,0,0.14,768,4.4489,4.4949,4.5047,0.1267,0.1325,0.1333,0.2254,0.5133,0.5187,0.9602,0.9006,0.8981
44,59340,242,0,0.37,768,4.4787,4.4925,4.4998,0.1266,0.1325,0.1333,0.2219,0.4753,0.4802,0.9573,0.9075,0.9059
45,75005,107,0,0.35000000000000003,768,4.4953,4.4954,4.4981,0.1297,0.1325,0.1333,0.2393,0.4677,0.4740,0.9526,0.9073,0.9066
46,94804,150,0,0.11,768,4.4842,4.4942,4.4978,0.1305,0.1325,0.1333,0.2268,0.4412,0.4489,0.9561,0.9131,0.9112
47,119830,38,2,0.41000000000000003,768,4.4817,4.4899,4.4962,0.1295,0.1325,0.1333,0.7464,0.8550,0.8317,0.8522,0.8420,0.8393
48,151463,248,2,0.23,768,4.4829,4.4829,4.4924,0.1259,0.1325,0.1333,0.1461,0.3456,0.3536,0.9694,0.9307,0.9291
49,191445,670,1,0.29,768,4.4810,4.4815,4.4941,0.1229,0.1325,0.1333,0.1867,0.3392,0.3516,0.9608,0.9304,0.9263
