run,ndata,hidden_size,nlayers,dropout,embedding_size,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,base_train_loss,base_dev_loss,base_test_loss,base_train_acc,base_dev_acc,base_test_acc
0,1,776,0,0.09,300,3.4594,4.0004,3.9958,1.0000,0.0752,0.0831,0.0490,4.0008,3.9946,1.0000,0.0776,0.0844
1,2,433,2,0.27,300,3.5025,3.9713,3.9660,0.5000,0.0752,0.0831,0.0000,4.2491,4.2641,1.0000,0.1495,0.1535
2,3,310,1,0.38,300,3.2676,3.9820,3.9733,0.6667,0.0752,0.0831,0.0064,3.8554,3.8413,1.0000,0.1138,0.1201
3,4,300,1,0.42,300,3.1699,3.9714,3.9623,0.5000,0.0752,0.0831,0.0080,3.8354,3.8285,1.0000,0.1886,0.1961
4,5,1009,2,0.39,300,3.2925,3.9692,3.9623,0.4000,0.0752,0.0831,0.0002,9.4257,9.4771,1.0000,0.1512,0.1511
5,6,657,2,0.41000000000000003,300,3.3863,3.9095,3.9040,0.3333,0.0752,0.0831,0.0011,6.8557,6.8995,1.0000,0.2236,0.2255
6,8,455,2,0.23,300,3.3568,3.8946,3.8892,0.3750,0.0752,0.0831,0.0013,6.3576,6.4396,1.0000,0.2761,0.2768
7,10,103,2,0.09,300,3.1132,3.9285,3.9193,0.5000,0.0752,0.0831,0.1360,4.3240,4.3427,1.0000,0.2630,0.2650
8,13,203,2,0.14,300,2.9461,3.9414,3.9300,0.4615,0.0752,0.0831,0.0138,5.4961,5.5722,1.0000,0.2732,0.2753
9,16,150,1,0.31,300,3.1675,3.8732,3.8626,0.3750,0.0752,0.0831,0.4232,3.4815,3.4935,1.0000,0.3814,0.3807
10,21,72,0,0.15,300,3.2129,3.8286,3.8192,0.2857,0.0752,0.0831,0.6037,3.4118,3.4122,1.0000,0.3102,0.3051
11,26,467,2,0.27,300,3.1497,3.8512,3.8402,0.2692,0.0752,0.0831,0.0071,6.2989,6.4083,1.0000,0.3938,0.3941
12,33,377,2,0.5,300,3.1121,3.8367,3.8278,0.2121,0.0752,0.0831,0.1528,6.2963,6.3657,0.9697,0.3698,0.3725
