run,ndata,hidden_size,nlayers,dropout,embedding_size,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,base_train_loss,base_dev_loss,base_test_loss,base_train_acc,base_dev_acc,base_test_acc
0,1,776,0,0.09,300,4.2977,4.8398,4.8400,1.0000,0.0733,0.0728,0.4282,4.8376,4.8409,1.0000,0.0712,0.0719
1,2,433,2,0.27,300,4.3219,4.8407,4.8380,0.5000,0.0399,0.0449,0.0000,6.1278,6.0915,1.0000,0.0544,0.0520
2,3,310,1,0.38,300,4.3458,4.7498,4.7474,0.3333,0.0399,0.0449,0.0077,4.2665,4.2541,1.0000,0.2425,0.2405
3,4,300,1,0.42,300,4.3692,4.7299,4.7282,0.2500,0.0399,0.0449,0.0179,4.2649,4.2552,1.0000,0.2571,0.2585
4,5,1009,2,0.39,300,4.3923,4.7306,4.7305,0.2000,0.0382,0.0356,0.0001,8.1726,8.0888,1.0000,0.2548,0.2568
5,6,657,2,0.41000000000000003,300,4.4150,4.7064,4.7039,0.1667,0.0382,0.0356,0.0008,6.9003,6.8228,1.0000,0.2768,0.2823
6,7,455,2,0.23,300,4.3188,4.6955,4.6913,0.2857,0.0803,0.0842,0.0007,6.4204,6.3631,1.0000,0.2826,0.2868
7,9,103,2,0.09,300,4.3889,4.6664,4.6593,0.2222,0.0803,0.0842,0.0443,4.7159,4.6440,1.0000,0.2792,0.2781
8,11,203,2,0.14,300,4.4481,4.6379,4.6317,0.1818,0.0803,0.0842,0.0074,4.7768,4.6733,1.0000,0.2992,0.2967
9,13,150,1,0.31,300,4.3732,4.6234,4.6170,0.1538,0.0603,0.0618,0.1760,4.1043,4.0527,1.0000,0.2960,0.2963
10,16,72,0,0.15,300,4.3132,4.5547,4.5466,0.1250,0.0603,0.0618,0.2566,4.0107,3.9815,1.0000,0.2930,0.2962
11,20,467,2,0.27,300,4.2239,4.5626,4.5523,0.2000,0.0603,0.0618,0.0044,6.2009,6.0054,1.0000,0.2984,0.3028
12,24,377,2,0.5,300,4.2258,4.5079,4.5010,0.1667,0.0603,0.0618,0.1572,4.8583,4.8145,1.0000,0.3157,0.3178
13,29,436,0,0.44,300,4.1728,4.4881,4.4778,0.1379,0.0603,0.0618,0.5057,3.6621,3.6395,1.0000,0.3327,0.3327
14,36,382,0,0.1,300,4.1035,4.4654,4.4572,0.1389,0.0399,0.0449,0.4151,3.6514,3.6340,1.0000,0.3354,0.3379
15,43,326,2,0.5,300,4.1082,4.4258,4.4167,0.1395,0.0803,0.0842,0.2518,4.4478,4.4078,1.0000,0.3391,0.3450
16,53,326,2,0.49,300,4.0532,4.3878,4.3823,0.1321,0.0603,0.0618,0.3325,4.1185,4.1459,0.9434,0.3313,0.3326
17,64,247,2,0.44,300,4.1258,4.3104,4.3059,0.1406,0.1962,0.1957,0.6389,3.6105,3.5935,0.9531,0.3481,0.3497
18,78,179,2,0.05,300,4.0619,4.2947,4.2860,0.1410,0.0603,0.0618,0.1808,3.9164,3.8633,1.0000,0.3613,0.3680
19,95,137,2,0.02,300,4.0132,4.2510,4.2395,0.1474,0.1962,0.1957,0.2924,3.5395,3.5132,0.9684,0.3782,0.3778
20,115,786,2,0.23,300,4.0429,4.1871,4.1754,0.1478,0.1962,0.1957,0.0089,4.6804,4.5435,1.0000,0.4148,0.4298
21,140,410,1,0.31,300,3.9892,4.1622,4.1476,0.1500,0.1962,0.1957,0.4088,3.0943,3.0314,0.9786,0.4192,0.4319
22,171,388,1,0.37,300,3.9798,4.1331,4.1180,0.1462,0.1962,0.1957,0.6107,3.0806,3.0118,0.9591,0.4304,0.4449
23,208,38,2,0.25,300,3.9598,4.1132,4.0989,0.1490,0.1962,0.1957,1.3870,3.2681,3.2439,0.8462,0.3871,0.3885
24,253,467,1,0.41000000000000003,300,3.9428,4.0887,4.0744,0.1542,0.1962,0.1957,0.6759,2.9582,2.8990,0.9526,0.4418,0.4516
25,308,176,0,0.09,300,3.9156,4.0696,4.0547,0.1623,0.1962,0.1957,0.9355,2.8996,2.8358,0.9708,0.4476,0.4563
26,374,57,2,0.02,300,3.9032,4.0647,4.0515,0.1684,0.1962,0.1957,2.1661,3.2258,3.2035,0.5856,0.3557,0.3568
27,456,968,2,0.15,300,3.9031,4.0526,4.0377,0.1689,0.1962,0.1957,0.0155,4.8617,4.6695,1.0000,0.4869,0.5057
28,554,268,0,0.01,300,3.8853,4.0536,4.0378,0.1715,0.1962,0.1957,0.9797,2.7175,2.6474,0.9603,0.4865,0.5019
29,675,270,0,0.3,300,3.9006,4.0450,4.0301,0.1793,0.1962,0.1957,0.9167,2.6158,2.5439,0.9333,0.5115,0.5214
30,821,596,2,0.24,300,3.8662,4.0354,4.0204,0.1937,0.1962,0.1957,0.2647,3.2162,3.1185,0.9720,0.5378,0.5517
31,999,694,0,0.49,300,3.8821,4.0313,4.0164,0.1922,0.1962,0.1957,1.0195,2.4492,2.3911,0.8999,0.5392,0.5564
32,1215,837,0,0.48,300,3.8716,4.0164,4.0014,0.1942,0.1962,0.1957,1.0045,2.3245,2.2732,0.8848,0.5636,0.5755
33,1478,487,2,0.4,300,3.8831,4.0064,3.9924,0.1949,0.1962,0.1957,1.0788,2.2577,2.1904,0.7936,0.5602,0.5754
34,1799,418,0,0.11,300,3.9257,3.9975,3.9853,0.1907,0.1962,0.1957,1.0064,2.1855,2.1357,0.8683,0.5799,0.5889
35,2189,407,0,0.05,300,3.9750,3.9886,3.9762,0.1900,0.1962,0.1957,0.9235,1.9913,1.9436,0.8639,0.6100,0.6254
36,2663,657,0,0.0,300,3.9763,3.9861,3.9747,0.1930,0.1962,0.1957,1.0242,1.9999,1.9567,0.8457,0.6092,0.6224
37,3240,442,1,0.22,300,3.9721,3.9833,3.9710,0.1948,0.1962,0.1957,0.8698,1.8913,1.8169,0.8454,0.6292,0.6476
38,3943,398,1,0.37,300,3.9641,3.9806,3.9679,0.1963,0.1962,0.1957,0.8287,1.8234,1.7464,0.8435,0.6454,0.6610
39,4797,369,2,0.04,300,3.9608,3.9783,3.9648,0.1928,0.1962,0.1957,1.5070,1.9840,1.9145,0.6984,0.5995,0.6133
40,5837,75,2,0.43,300,3.9723,3.9758,3.9617,0.1902,0.1962,0.1957,1.0182,1.6943,1.6158,0.8170,0.6614,0.6814
41,7102,179,1,0.18,300,3.9767,3.9714,3.9565,0.1899,0.1962,0.1957,1.0244,1.6732,1.5911,0.7982,0.6663,0.6818
42,8642,442,0,0.09,300,3.9689,3.9713,3.9560,0.1892,0.1962,0.1957,1.0659,1.6703,1.6073,0.7899,0.6723,0.6848
43,10515,111,0,0.14,300,3.9640,3.9695,3.9539,0.1924,0.1962,0.1957,1.1576,1.6402,1.5714,0.7736,0.6756,0.6920
44,12794,242,0,0.37,300,3.9629,3.9690,3.9530,0.1920,0.1962,0.1957,1.1979,1.6129,1.5423,0.7620,0.6830,0.6973
45,15567,107,0,0.35000000000000003,300,3.9536,3.9680,3.9524,0.1940,0.1962,0.1957,1.2221,1.5864,1.5198,0.7529,0.6858,0.6978
46,18941,150,0,0.11,300,3.9534,3.9685,3.9525,0.1949,0.1962,0.1957,1.1930,1.5553,1.4790,0.7575,0.6867,0.7020
47,23047,38,2,0.41000000000000003,300,3.9520,3.9679,3.9520,0.1953,0.1962,0.1957,1.5810,1.7557,1.6858,0.7005,0.6564,0.6771
48,28042,248,2,0.23,300,3.9531,3.9672,3.9519,0.1943,0.1962,0.1957,0.8637,1.3278,1.2351,0.8177,0.7283,0.7394
49,34120,670,1,0.29,300,3.9495,3.9674,3.9518,0.1951,0.1962,0.1957,0.6937,1.2728,1.1820,0.8570,0.7352,0.7507
