	run	ndata	hidden_size	nlayers	dropout	embedding_size	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	base_train_loss	base_dev_loss	base_test_loss	base_train_acc	base_dev_acc	base_test_acc	representation	model	language	n_train	n_test	entropy	entropy_conditional	n_classes
24	24	352	467	1	0.41	115	3.122	3.2206	3.229	0.2216	0.2451	0.2489	0.3444	2.5527	2.5725	0.983	0.4709	0.4676	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
25	25	436	176	0	0.09	124	3.1137	3.2085	3.2147	0.2362	0.2451	0.2489	1.9266	3.1253	3.143	0.6927	0.3569	0.3551	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
26	26	540	57	2	0.02	240	3.1072	3.2159	3.2225	0.2389	0.2451	0.2489	0.4441	2.6306	2.6427	0.9389	0.478	0.4792	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
27	27	668	968	2	0.15	50	3.1027	3.2096	3.2163	0.244	0.2451	0.2489	0.0643	3.3888	3.4224	0.9805	0.5019	0.5029	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
28	28	827	268	0	0.01	235	3.0901	3.2093	3.2148	0.2443	0.2451	0.2489	1.6406	3.0024	3.0106	0.7364	0.416	0.4101	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
29	29	1024	270	0	0.3	144	3.0957	3.2097	3.2136	0.2461	0.2451	0.2489	1.1155	2.5297	2.5531	0.7725	0.487	0.4847	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
30	30	1267	596	2	0.24	188	3.0778	3.2124	3.2168	0.2478	0.2451	0.2489	0.0696	2.7905	2.8016	0.9818	0.5472	0.5463	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
31	31	1568	694	0	0.49	59	3.0801	3.2165	3.2222	0.2487	0.2451	0.2489	2.0053	2.372	2.3751	0.53	0.4766	0.4772	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
32	32	1941	837	0	0.48	176	3.0839	3.2188	3.2254	0.2442	0.2451	0.2489	1.4823	2.1365	2.144	0.643	0.52	0.5198	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
33	33	2402	487	2	0.4	75	3.0813	3.2206	3.2281	0.2452	0.2451	0.2489	0.6237	1.8406	1.8828	0.9363	0.6139	0.6088	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
34	34	2973	418	0	0.11	210	3.0869	3.2254	3.2324	0.2395	0.2451	0.2489	1.3157	2.2905	2.3021	0.6892	0.5229	0.5215	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
35	35	3680	407	0	0.05	85	3.1026	3.2298	3.2368	0.2408	0.2451	0.2489	1.8025	2.2879	2.2897	0.5766	0.487	0.4902	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
36	36	4555	657	0	0.0	102	3.1025	3.2354	3.2424	0.2397	0.2451	0.2489	1.778	2.2285	2.2294	0.5748	0.5052	0.5007	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
37	37	5638	442	1	0.22	225	3.0921	3.2388	3.2463	0.2458	0.2451	0.2489	0.3852	1.6342	1.6583	0.9615	0.674	0.6731	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
38	38	6978	398	1	0.37	187	3.0913	3.2435	3.2515	0.2475	0.2451	0.2489	0.3758	1.5181	1.5478	0.966	0.6974	0.6926	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
39	39	8637	369	2	0.04	195	3.089	3.2484	3.2569	0.2473	0.2451	0.2489	0.9227	1.7137	1.7247	0.8009	0.6568	0.6576	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
40	40	10690	75	2	0.43	230	3.0893	3.2537	3.263	0.2445	0.2451	0.2489	1.2624	1.6766	1.7	0.7049	0.6543	0.6544	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
41	41	13231	179	1	0.18	187	3.0944	3.2572	3.2671	0.2431	0.2451	0.2489	0.6435	1.4803	1.5002	0.8757	0.7076	0.7027	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
42	42	16376	442	0	0.09	112	3.0925	3.2616	3.272	0.2432	0.2451	0.2489	1.8495	2.0659	2.0786	0.5674	0.5334	0.5315	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
43	43	20269	111	0	0.14	188	3.0921	3.2662	3.277	0.2421	0.2451	0.2489	1.6828	1.921	1.9378	0.6102	0.5724	0.5672	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
44	44	25087	242	0	0.37	94	3.0955	3.27	3.2813	0.2411	0.2451	0.2489	1.9603	2.1159	2.1215	0.5471	0.5206	0.5185	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
45	45	31050	107	0	0.35	182	3.0977	3.2744	3.2864	0.2409	0.2451	0.2489	1.7753	1.9574	1.9608	0.5986	0.5726	0.5673	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
46	46	38431	150	0	0.11	215	3.1135	3.2046	3.2097	0.2414	0.2451	0.2489	1.6719	1.8534	1.8589	0.6128	0.5803	0.5813	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
47	47	47567	38	2	0.41	292	3.1426	3.1782	3.1808	0.2416	0.2451	0.2489	1.546	1.6285	1.6422	0.6425	0.6298	0.6292	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
48	48	58874	248	2	0.23	98	3.1617	3.1725	3.1745	0.2422	0.2451	0.2489	0.7802	0.9946	1.0043	0.8163	0.7717	0.7748	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
49	49	72869	670	1	0.29	67	3.1687	3.1713	3.173	0.2446	0.2451	0.2489	0.937	1.0876	1.0944	0.7899	0.76	0.7599	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
0	0	1	776	0	0.09	768	3.3692	3.9369	3.9485	1.0	0.0295	0.0097	0.004	6.5632	6.6107	1.0	0.0295	0.0097	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
1	1	2	433	2	0.27	768	3.415	3.9388	3.9574	0.5	0.075	0.0631	0.0	15.4518	15.8284	1.0	0.0886	0.0631	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
2	2	3	310	1	0.38	768	3.4594	3.8383	3.8939	0.3333	0.075	0.0631	0.0014	7.7375	8.5666	1.0	0.2659	0.1553	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
3	3	4	300	1	0.42	768	3.5025	3.7511	3.795	0.25	0.075	0.0631	0.0033	5.17	5.8708	1.0	0.4205	0.3252	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
4	4	5	1009	2	0.39	768	3.5443	3.761	3.7729	0.2	0.075	0.0631	0.0	8.8682	9.3004	1.0	0.4045	0.3762	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
5	5	6	657	2	0.41	768	3.4466	3.7894	3.8095	0.3333	0.0295	0.0097	0.0002	6.61	6.872	1.0	0.375	0.3471	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
6	6	7	455	2	0.23	768	3.3873	3.7261	3.7725	0.2857	0.0295	0.0097	0.0001	7.0868	7.3699	1.0	0.4682	0.4102	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
7	7	8	103	2	0.09	768	3.3517	3.7335	3.7848	0.25	0.075	0.0631	0.0053	4.558	4.8421	1.0	0.4909	0.4369	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
8	8	9	203	2	0.14	768	3.3315	3.6785	3.7215	0.2222	0.075	0.0631	0.0009	5.446	5.6538	1.0	0.4614	0.4175	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
9	9	11	150	1	0.31	768	3.3452	3.7212	3.7707	0.2727	0.0295	0.0097	0.0065	4.1864	4.4475	1.0	0.4636	0.4102	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
10	10	12	72	0	0.15	768	3.3005	3.6762	3.746	0.25	0.0295	0.0097	0.0259	3.8056	4.1297	1.0	0.5	0.4369	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
11	11	14	467	2	0.27	768	3.3123	3.6689	3.7604	0.2857	0.2477	0.1845	0.0002	7.2602	7.8429	1.0	0.475	0.3835	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
12	12	16	377	2	0.5	768	3.2284	3.6062	3.7053	0.3125	0.2477	0.1845	0.0012	5.2768	5.719	1.0	0.4523	0.4223	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
13	13	19	436	0	0.44	768	3.2628	3.607	3.6858	0.3158	0.2477	0.1845	0.0966	3.7906	4.0098	1.0	0.4864	0.4005	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
14	14	22	382	0	0.1	768	3.2534	3.507	3.5812	0.3182	0.2477	0.1845	0.0685	3.2023	3.3856	1.0	0.475	0.4078	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
15	15	25	326	2	0.5	768	3.2925	3.4958	3.5842	0.32	0.2477	0.1845	0.0035	3.0101	3.6454	1.0	0.5818	0.5121	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
16	16	29	326	2	0.49	768	3.2668	3.4356	3.5035	0.3103	0.2477	0.1845	0.0026	2.8796	3.3023	1.0	0.6068	0.5728	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
17	17	33	247	2	0.44	768	3.1988	3.3715	3.4346	0.303	0.2477	0.1845	0.004	2.7282	3.1156	1.0	0.6727	0.6189	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
18	18	38	179	2	0.05	768	3.1643	3.3323	3.3669	0.2632	0.2477	0.1845	0.0014	3.0817	3.2621	1.0	0.6386	0.6238	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
19	19	44	137	2	0.02	768	3.1723	3.3167	3.3429	0.25	0.2477	0.1845	0.0028	2.5018	2.6684	1.0	0.6705	0.6359	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
20	20	50	786	2	0.23	768	3.0956	3.2986	3.336	0.26	0.2477	0.1845	0.0	3.7217	3.9907	1.0	0.6818	0.6481	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
21	21	58	410	1	0.31	768	3.1162	3.3154	3.333	0.2414	0.2477	0.1845	0.0029	2.5393	2.6517	1.0	0.6659	0.665	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
22	22	67	388	1	0.37	768	3.1033	3.3082	3.301	0.2537	0.2227	0.2427	0.0039	2.6237	2.7132	1.0	0.6455	0.6481	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
23	23	77	38	2	0.25	768	3.0437	3.2968	3.2921	0.2727	0.2227	0.2427	0.4578	2.2006	2.1627	0.9481	0.5523	0.5704	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
24	24	88	467	1	0.41	768	3.0919	3.2944	3.2658	0.25	0.2227	0.2427	0.0044	2.2825	2.1173	1.0	0.6682	0.7015	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
25	25	102	176	0	0.09	768	3.0914	3.2847	3.2428	0.2549	0.2227	0.2427	0.1769	1.8098	1.6327	1.0	0.6909	0.6917	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
26	26	117	57	2	0.02	768	3.0558	3.2519	3.2185	0.2479	0.2227	0.2427	0.0599	1.9006	1.7206	0.9915	0.675	0.7039	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
27	27	135	968	2	0.15	768	3.0885	3.2537	3.2054	0.2296	0.2227	0.2427	0.0001	3.4394	3.1446	1.0	0.6727	0.7282	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
28	28	155	268	0	0.01	768	3.0558	3.2311	3.187	0.2194	0.2227	0.2427	0.2091	1.7229	1.5547	0.9935	0.6886	0.7087	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
29	29	179	270	0	0.3	768	3.0118	3.2186	3.1788	0.2235	0.2227	0.2427	0.295	1.7694	1.5756	0.9832	0.7023	0.7282	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
30	30	206	596	2	0.24	768	2.9772	3.216	3.1773	0.2233	0.2227	0.2427	0.0031	2.86	2.4098	1.0	0.6932	0.7257	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
31	31	237	694	0	0.49	768	2.9738	3.2121	3.1799	0.2236	0.2477	0.1845	0.4056	1.6309	1.5399	0.9747	0.7068	0.7136	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
32	32	273	837	0	0.48	768	2.9691	3.2264	3.1965	0.2271	0.2477	0.1845	0.4382	1.573	1.4531	0.9634	0.7341	0.7257	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
33	33	314	487	2	0.4	768	2.9932	3.2352	3.2092	0.2293	0.2477	0.1845	0.0129	1.8887	1.6521	1.0	0.7614	0.767	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
34	34	362	418	0	0.11	768	3.0319	3.2361	3.2057	0.2155	0.2477	0.1845	0.1698	1.4774	1.3105	0.9972	0.7568	0.767	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
35	35	417	407	0	0.05	768	3.0302	3.2475	3.2061	0.2086	0.2477	0.1845	0.4383	1.4737	1.3491	0.9664	0.7727	0.767	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
36	36	480	657	0	0.0	768	3.0222	3.2486	3.2161	0.2229	0.2477	0.1845	0.4833	1.4482	1.3598	0.9521	0.7727	0.7597	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
37	37	552	442	1	0.22	768	3.0221	3.2661	3.2291	0.2192	0.2477	0.1845	0.0341	1.6526	1.546	0.9982	0.7795	0.7816	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
38	38	636	398	1	0.37	768	3.0647	3.2704	3.2278	0.2091	0.2477	0.1845	0.0694	1.4929	1.4124	0.9953	0.7614	0.767	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
39	39	732	369	2	0.04	768	3.0756	3.2638	3.2329	0.2172	0.2477	0.1845	0.0129	2.1731	2.0603	1.0	0.7773	0.7694	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
40	40	843	75	2	0.43	768	3.0729	3.2547	3.2399	0.2289	0.2477	0.1845	0.3652	1.3215	1.2349	0.9217	0.8045	0.7985	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
41	41	971	179	1	0.18	768	3.0462	3.2546	3.2412	0.2317	0.2477	0.1845	0.1425	1.2724	1.288	0.9794	0.8114	0.7718	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
42	42	1118	442	0	0.09	768	3.0578	3.2625	3.2406	0.2272	0.2477	0.1845	0.3408	1.183	1.2257	0.9562	0.8045	0.7888	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
43	43	1287	111	0	0.14	768	3.0335	3.2698	3.2511	0.23	0.2477	0.1845	0.36	1.1561	1.1965	0.951	0.8159	0.7816	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
44	44	1481	242	0	0.37	768	3.0191	3.2807	3.2624	0.235	0.2477	0.1845	0.4154	1.16	1.1983	0.9332	0.8227	0.784	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
45	45	1706	107	0	0.35	768	3.0191	3.2819	3.2689	0.2386	0.2477	0.1845	0.4236	1.1371	1.1747	0.9279	0.825	0.7864	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
46	46	1964	150	0	0.11	768	3.0296	3.2919	3.2768	0.2378	0.2477	0.1845	0.4064	1.1333	1.158	0.9328	0.8182	0.7864	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
47	47	2261	38	2	0.41	768	3.0503	3.277	3.2586	0.2375	0.2477	0.1845	0.5888	1.2962	1.1931	0.8815	0.7864	0.8131	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
48	48	2603	248	2	0.23	768	3.137	3.2087	3.1817	0.224	0.2477	0.1845	0.3282	0.952	0.889	0.922	0.8386	0.818	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
49	49	2997	670	1	0.29	768	3.1705	3.2029	3.1709	0.2149	0.2477	0.1845	0.249	0.7994	0.7521	0.9523	0.8705	0.8325	bert	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
0	0	1	776	0	0.09	300	3.3692	3.9369	3.9485	1.0	0.0295	0.0097	0.632	4.0449	4.0851	1.0	0.0295	0.0121	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
1	1	2	433	2	0.27	300	3.415	3.9388	3.9574	0.5	0.075	0.0631	0.0003	10.2424	10.8002	1.0	0.0909	0.0704	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
2	2	3	310	1	0.38	300	3.4594	3.8383	3.8939	0.3333	0.075	0.0631	0.0332	4.7153	5.0441	1.0	0.1568	0.1262	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
3	3	4	300	1	0.42	300	3.5025	3.7511	3.795	0.25	0.075	0.0631	0.063	4.0685	4.3995	1.0	0.3523	0.3495	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
4	4	5	1009	2	0.39	300	3.5443	3.761	3.7729	0.2	0.075	0.0631	0.0007	9.8643	10.1322	1.0	0.3273	0.3155	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
5	5	6	657	2	0.41	300	3.4466	3.7894	3.8095	0.3333	0.0295	0.0097	0.0029	8.164	8.291	1.0	0.3318	0.3204	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
6	6	7	455	2	0.23	300	3.3873	3.7261	3.7725	0.2857	0.0295	0.0097	0.0054	7.962	7.8918	1.0	0.3591	0.3592	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
7	7	8	103	2	0.09	300	3.3517	3.7335	3.7848	0.25	0.075	0.0631	0.2481	4.4093	4.4823	1.0	0.3864	0.3908	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
8	8	9	203	2	0.14	300	3.3315	3.6785	3.7215	0.2222	0.075	0.0631	0.0667	5.9905	6.1315	1.0	0.3705	0.3641	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
9	9	11	150	1	0.31	300	3.3452	3.7212	3.7707	0.2727	0.0295	0.0097	0.3952	3.8112	3.8704	0.9091	0.4205	0.4199	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
10	10	12	72	0	0.15	300	3.3005	3.6762	3.746	0.25	0.0295	0.0097	1.2209	3.3629	3.3864	1.0	0.4182	0.4248	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
11	11	14	467	2	0.27	300	3.3123	3.6689	3.7604	0.2857	0.2477	0.1845	0.0591	8.5295	8.586	1.0	0.3477	0.3544	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
12	12	16	377	2	0.5	300	3.2284	3.6062	3.7053	0.3125	0.2477	0.1845	0.309	6.9973	7.3089	0.9375	0.3864	0.3883	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
13	13	19	436	0	0.44	300	3.2628	3.607	3.6858	0.3158	0.2477	0.1845	1.5699	3.4508	3.4725	0.9474	0.4705	0.449	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
14	14	22	382	0	0.1	300	3.2534	3.507	3.5812	0.3182	0.2477	0.1845	1.4004	3.3891	3.3566	0.9545	0.4159	0.4175	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
15	15	25	326	2	0.5	300	3.2925	3.4958	3.5842	0.32	0.2477	0.1845	0.6208	2.9378	3.3609	0.88	0.5159	0.5049	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
16	16	29	326	2	0.49	300	3.2668	3.4356	3.5035	0.3103	0.2477	0.1845	0.6252	2.6262	2.9348	0.8621	0.4977	0.4636	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
17	17	33	247	2	0.44	300	3.1988	3.3715	3.4346	0.303	0.2477	0.1845	0.6911	2.3678	2.6842	0.8182	0.5182	0.5024	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
18	18	38	179	2	0.05	300	3.1643	3.3323	3.3669	0.2632	0.2477	0.1845	0.3731	2.5019	2.8258	0.9211	0.5182	0.4927	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
19	19	44	137	2	0.02	300	3.1723	3.3167	3.3429	0.25	0.2477	0.1845	0.4389	2.3551	2.6778	0.9318	0.5614	0.5631	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
20	20	50	786	2	0.23	300	3.0956	3.2986	3.336	0.26	0.2477	0.1845	0.0558	3.3206	3.8085	0.98	0.5318	0.4951	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
21	21	58	410	1	0.31	300	3.1162	3.3154	3.333	0.2414	0.2477	0.1845	0.3947	2.1947	2.4581	0.931	0.5705	0.6092	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
22	22	67	388	1	0.37	300	3.1033	3.3082	3.301	0.2537	0.2227	0.2427	0.4702	2.1443	2.2505	0.9254	0.5955	0.6189	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
23	23	77	38	2	0.25	300	3.0437	3.2968	3.2921	0.2727	0.2227	0.2427	0.9054	2.3154	2.23	0.7403	0.5159	0.5121	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
24	24	88	467	1	0.41	300	3.0919	3.2944	3.2658	0.25	0.2227	0.2427	0.5797	2.1038	2.0154	0.8977	0.5773	0.6311	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
25	25	102	176	0	0.09	300	3.0914	3.2847	3.2428	0.2549	0.2227	0.2427	0.4969	1.9774	1.8155	0.9314	0.6205	0.6578	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
26	26	117	57	2	0.02	300	3.0558	3.2519	3.2185	0.2479	0.2227	0.2427	0.4167	2.0484	1.9015	0.9231	0.5773	0.6141	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
27	27	135	968	2	0.15	300	3.0885	3.2537	3.2054	0.2296	0.2227	0.2427	0.1918	2.5926	2.5765	0.9407	0.6341	0.6796	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
28	28	155	268	0	0.01	300	3.0558	3.2311	3.187	0.2194	0.2227	0.2427	0.4841	1.8874	1.7029	0.9161	0.6023	0.6723	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
29	29	179	270	0	0.3	300	3.0118	3.2186	3.1788	0.2235	0.2227	0.2427	0.4486	1.848	1.6652	0.9162	0.6318	0.6723	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
30	30	206	596	2	0.24	300	2.9772	3.216	3.1773	0.2233	0.2227	0.2427	0.368	1.862	1.8774	0.9029	0.6659	0.6942	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
31	31	237	694	0	0.49	300	2.9738	3.2121	3.1799	0.2236	0.2477	0.1845	0.6094	1.7732	1.6944	0.8903	0.6227	0.6869	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
32	32	273	837	0	0.48	300	2.9691	3.2264	3.1965	0.2271	0.2477	0.1845	0.4969	1.7347	1.6141	0.9084	0.6545	0.6966	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
33	33	314	487	2	0.4	300	2.9932	3.2352	3.2092	0.2293	0.2477	0.1845	0.6036	1.7259	1.6603	0.8567	0.6636	0.7063	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
34	34	362	418	0	0.11	300	3.0319	3.2361	3.2057	0.2155	0.2477	0.1845	0.6181	1.6255	1.5026	0.895	0.6818	0.716	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
35	35	417	407	0	0.05	300	3.0302	3.2475	3.2061	0.2086	0.2477	0.1845	0.6215	1.6198	1.4867	0.8945	0.6864	0.7257	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
36	36	480	657	0	0.0	300	3.0222	3.2486	3.2161	0.2229	0.2477	0.1845	0.633	1.5937	1.4526	0.8875	0.6932	0.7306	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
37	37	552	442	1	0.22	300	3.0221	3.2661	3.2291	0.2192	0.2477	0.1845	0.516	1.5811	1.4795	0.8804	0.6841	0.7306	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
38	38	636	398	1	0.37	300	3.0647	3.2704	3.2278	0.2091	0.2477	0.1845	0.6235	1.5608	1.4112	0.8601	0.6841	0.7451	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
39	39	732	369	2	0.04	300	3.0756	3.2638	3.2329	0.2172	0.2477	0.1845	0.6908	1.5926	1.5041	0.8402	0.7091	0.7476	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
40	40	843	75	2	0.43	300	3.0729	3.2547	3.2399	0.2289	0.2477	0.1845	0.7163	1.4145	1.3668	0.8304	0.7341	0.7549	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
41	41	971	179	1	0.18	300	3.0462	3.2546	3.2412	0.2317	0.2477	0.1845	0.5856	1.3852	1.2847	0.8661	0.7273	0.7646	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
42	42	1118	442	0	0.09	300	3.0578	3.2625	3.2406	0.2272	0.2477	0.1845	0.7608	1.4283	1.3133	0.8497	0.7295	0.7597	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
43	43	1287	111	0	0.14	300	3.0335	3.2698	3.2511	0.23	0.2477	0.1845	0.7009	1.4156	1.3047	0.8547	0.7409	0.7767	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
44	44	1481	242	0	0.37	300	3.0191	3.2807	3.2624	0.235	0.2477	0.1845	0.8274	1.4502	1.3339	0.8346	0.7386	0.7646	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
45	45	1706	107	0	0.35	300	3.0191	3.2819	3.2689	0.2386	0.2477	0.1845	0.8191	1.4194	1.3087	0.8283	0.7364	0.7694	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
46	46	1964	150	0	0.11	300	3.0296	3.2919	3.2768	0.2378	0.2477	0.1845	0.7647	1.3732	1.2568	0.834	0.7409	0.7767	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
47	47	2261	38	2	0.41	300	3.0503	3.277	3.2586	0.2375	0.2477	0.1845	0.7715	1.4617	1.3321	0.8107	0.7386	0.7646	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
48	48	2603	248	2	0.23	300	3.137	3.2087	3.1817	0.224	0.2477	0.1845	0.6034	1.1784	1.0261	0.8513	0.7864	0.7816	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
49	49	2997	670	1	0.29	300	3.1705	3.2029	3.1709	0.2149	0.2477	0.1845	0.5443	0.9431	0.9116	0.8579	0.7864	0.8034	fast	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
