	run	ndata	hidden_size	nlayers	dropout	embedding_size	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	base_train_loss	base_dev_loss	base_test_loss	base_train_acc	base_dev_acc	base_test_acc	representation	model	language	n_train	n_test	entropy	entropy_conditional	n_classes
22	22	343	388	1	0.37	154	4.4696	4.6608	4.6669	0.1254	0.0871	0.0859	0.0223	3.8135	3.875	1.0	0.3836	0.379	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
23	23	433	38	2	0.25	148	4.4121	4.6623	4.6696	0.1316	0.0871	0.0859	0.7596	3.9237	3.9243	0.9215	0.3515	0.3507	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
24	24	548	467	1	0.41	115	4.3892	4.6403	4.6492	0.1296	0.0871	0.0859	0.111	3.8499	3.8623	1.0	0.3808	0.3786	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
25	25	692	176	0	0.09	124	4.4028	4.6129	4.6255	0.1272	0.0871	0.0859	1.3083	4.4356	4.4179	0.8757	0.3279	0.3246	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
26	26	875	57	2	0.02	240	4.4205	4.5923	4.6057	0.1223	0.0871	0.0859	0.5285	3.809	3.848	0.9474	0.3728	0.3753	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
27	27	1106	968	2	0.15	50	4.4684	4.5463	4.5648	0.1103	0.0871	0.0859	0.0153	5.0193	5.1577	0.9973	0.3956	0.3935	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
28	28	1398	268	0	0.01	235	4.4545	4.5212	4.5432	0.1173	0.1325	0.1333	0.7408	4.0637	4.0939	0.9464	0.3907	0.3888	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
29	29	1767	270	0	0.3	144	4.4411	4.5226	4.5464	0.116	0.1325	0.1333	1.2545	3.8724	3.8827	0.8376	0.409	0.4103	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
30	30	2234	596	2	0.24	188	4.417	4.5303	4.5576	0.1164	0.1325	0.1333	0.4798	3.372	3.4651	0.9315	0.4698	0.469	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
31	31	2823	694	0	0.49	59	4.4176	4.5238	4.5528	0.1162	0.1325	0.1333	2.3543	3.4921	3.5443	0.5462	0.3826	0.3774	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
32	32	3568	837	0	0.48	176	4.4223	4.5204	4.5465	0.1174	0.1325	0.1333	1.1973	3.1837	3.2035	0.7932	0.4708	0.4707	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
33	33	4510	487	2	0.4	75	4.4171	4.5164	4.5441	0.1211	0.1325	0.1333	1.1203	2.7029	2.7339	0.845	0.5104	0.5101	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
34	34	5701	418	0	0.11	210	4.4095	4.5255	4.5558	0.1161	0.1325	0.1333	1.7632	3.4943	3.5387	0.715	0.4624	0.4547	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
35	35	7206	407	0	0.05	85	4.3972	4.5355	4.5675	0.1153	0.0871	0.0859	2.0946	3.5189	3.5897	0.5994	0.4338	0.4279	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
36	36	9108	657	0	0.0	102	4.4016	4.5345	4.5669	0.1177	0.1325	0.1333	2.0144	3.5546	3.5968	0.6136	0.4488	0.4499	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
37	37	11513	442	1	0.22	225	4.4035	4.5351	4.5687	0.1195	0.1325	0.1333	1.3941	2.696	2.7405	0.7493	0.5149	0.5094	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
38	38	14552	398	1	0.37	187	4.3894	4.5339	4.57	0.1192	0.1325	0.1333	0.5762	2.4621	2.5199	0.9342	0.5663	0.557	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
39	39	18393	369	2	0.04	195	4.3986	4.5308	4.5635	0.1189	0.1325	0.1333	1.5172	2.6237	2.6989	0.7087	0.5338	0.5316	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
40	40	23249	75	2	0.43	230	4.3936	4.5189	4.5551	0.1238	0.1325	0.1333	2.0151	2.4128	2.4427	0.6057	0.5389	0.5394	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
41	41	29386	179	1	0.18	187	4.3826	4.524	4.564	0.1228	0.1325	0.1333	1.2127	2.3396	2.3887	0.7695	0.5722	0.5715	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
42	42	37143	442	0	0.09	112	4.4086	4.5086	4.527	0.1234	0.1325	0.1333	2.3466	2.8219	2.8287	0.5501	0.4983	0.4985	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
43	43	46947	111	0	0.14	188	4.4489	4.4949	4.5047	0.1267	0.1325	0.1333	2.0361	2.5451	2.5539	0.5961	0.5354	0.5341	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
44	44	59340	242	0	0.37	94	4.4787	4.4925	4.4998	0.1266	0.1325	0.1333	2.6371	2.8177	2.8459	0.504	0.4852	0.4818	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
45	45	75005	107	0	0.35	182	4.4953	4.4954	4.4981	0.1297	0.1325	0.1333	2.2248	2.4818	2.4923	0.5662	0.532	0.5293	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
46	46	94804	150	0	0.11	215	4.4842	4.4942	4.4978	0.1305	0.1325	0.1333	2.0865	2.3994	2.4066	0.5902	0.5565	0.5552	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
47	47	119830	38	2	0.41	292	4.4817	4.4899	4.4962	0.1295	0.1325	0.1333	2.3856	2.4094	2.4182	0.5262	0.5286	0.5317	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
48	48	151463	248	2	0.23	98	4.4829	4.4829	4.4924	0.1259	0.1325	0.1333	1.5047	1.7331	1.7183	0.6887	0.649	0.651	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
49	49	191445	670	1	0.29	67	4.481	4.4815	4.4941	0.1229	0.1325	0.1333	1.498	1.7487	1.7432	0.701	0.6564	0.6595	random	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
0	0	1	776	0	0.09	768	5.015	5.5224	5.5219	1.0	0.1325	0.1333	0.0	6.6259	6.66	1.0	0.1325	0.1333	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
1	1	2	433	2	0.27	768	5.0297	5.5319	5.5304	0.5	0.0092	0.0109	0.0	10.1737	10.1946	1.0	0.1405	0.1425	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
2	2	3	310	1	0.38	768	4.7677	5.4915	5.4897	0.6667	0.1325	0.1333	0.0	8.2518	8.2687	1.0	0.1411	0.1431	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
3	3	4	300	1	0.42	768	4.8514	5.4744	5.4744	0.5	0.1325	0.1333	0.0	8.2896	8.3357	1.0	0.1812	0.1808	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
4	4	5	1009	2	0.39	768	4.9072	5.4385	5.4386	0.4	0.1325	0.1333	0.0	17.336	17.3187	1.0	0.2126	0.2153	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
5	5	6	657	2	0.41	768	4.9491	5.4467	5.4476	0.3333	0.1325	0.1333	0.0	9.9883	10.0026	1.0	0.2543	0.2561	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
6	6	8	455	2	0.23	768	4.908	5.4397	5.4411	0.25	0.0092	0.0109	0.0	8.9127	8.9959	1.0	0.2075	0.2093	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
7	7	10	103	2	0.09	768	4.7008	5.4216	5.4221	0.3	0.0092	0.0109	0.0002	6.0844	6.1515	1.0	0.2241	0.2232	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
8	8	13	203	2	0.14	768	4.5678	5.3785	5.378	0.3077	0.0092	0.0109	0.0	6.4284	6.5049	1.0	0.2927	0.2908	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
9	9	16	150	1	0.31	768	4.6705	5.3296	5.3292	0.25	0.0092	0.0109	0.0001	5.8518	5.8849	1.0	0.3337	0.3346	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
10	10	21	72	0	0.15	768	4.6939	5.2563	5.2569	0.1905	0.0092	0.0109	0.0	5.6274	5.6712	1.0	0.322	0.3204	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
11	11	26	467	2	0.27	768	4.5853	5.2066	5.2091	0.1923	0.1325	0.1333	0.0	7.5327	7.5612	1.0	0.3509	0.3488	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
12	12	33	377	2	0.5	768	4.4091	5.14	5.1428	0.2121	0.1325	0.1333	0.0002	7.2129	7.2253	1.0	0.3418	0.342	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
13	13	42	436	0	0.44	768	4.5329	5.0996	5.1013	0.1667	0.1325	0.1333	0.0036	5.7619	5.77	1.0	0.4046	0.4047	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
14	14	53	382	0	0.1	768	4.5302	5.052	5.0532	0.1887	0.1325	0.1333	0.0029	5.8082	5.8258	1.0	0.4395	0.4374	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
15	15	67	326	2	0.5	768	4.5732	5.0467	5.0505	0.1642	0.1325	0.1333	0.0005	5.554	5.6072	1.0	0.4659	0.467	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
16	16	84	326	2	0.49	768	4.4723	4.9956	4.9975	0.1548	0.0871	0.0859	0.0008	5.158	5.206	1.0	0.4784	0.4834	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
17	17	106	247	2	0.44	768	4.5024	4.9224	4.9228	0.1415	0.0871	0.0859	0.0011	4.3764	4.431	1.0	0.501	0.505	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
18	18	134	179	2	0.05	768	4.4543	4.879	4.8771	0.1418	0.0871	0.0859	0.0004	4.424	4.3685	1.0	0.5383	0.5429	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
19	19	170	137	2	0.02	768	4.5188	4.7848	4.7849	0.1235	0.0871	0.0859	0.0015	2.9386	3.0166	1.0	0.591	0.5933	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
20	20	215	786	2	0.23	768	4.4632	4.7362	4.7369	0.1302	0.0788	0.0795	0.0	3.5321	3.6828	1.0	0.6303	0.6284	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
21	21	271	410	1	0.31	768	4.451	4.6909	4.6923	0.1218	0.0871	0.0859	0.0005	2.3374	2.4371	1.0	0.6608	0.6593	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
22	22	343	388	1	0.37	768	4.4696	4.6608	4.6669	0.1254	0.0871	0.0859	0.0006	2.0871	2.1926	1.0	0.6972	0.6929	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
23	23	433	38	2	0.25	768	4.4121	4.6623	4.6696	0.1316	0.0871	0.0859	0.3494	2.1067	2.182	0.9746	0.6339	0.635	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
24	24	548	467	1	0.41	768	4.3892	4.6403	4.6492	0.1296	0.0871	0.0859	0.001	2.034	2.1376	1.0	0.7149	0.712	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
25	25	692	176	0	0.09	768	4.4028	4.6129	4.6255	0.1272	0.0871	0.0859	0.0212	1.7376	1.797	1.0	0.716	0.7169	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
26	26	875	57	2	0.02	768	4.4205	4.5923	4.6057	0.1223	0.0871	0.0859	0.0254	1.8861	1.8975	1.0	0.7204	0.717	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
27	27	1106	968	2	0.15	768	4.4684	4.5463	4.5648	0.1103	0.0871	0.0859	0.0001	2.3378	2.5408	1.0	0.7734	0.7683	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
28	28	1398	268	0	0.01	768	4.4545	4.5212	4.5432	0.1173	0.1325	0.1333	0.0384	1.3987	1.4635	1.0	0.7695	0.7658	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
29	29	1767	270	0	0.3	768	4.4411	4.5226	4.5464	0.116	0.1325	0.1333	0.0519	1.2782	1.3659	0.9994	0.7858	0.7818	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
30	30	2234	596	2	0.24	768	4.417	4.5303	4.5576	0.1164	0.1325	0.1333	0.0215	1.3394	1.474	0.9987	0.8046	0.7989	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
31	31	2823	694	0	0.49	768	4.4176	4.5238	4.5528	0.1162	0.1325	0.1333	0.1229	1.1016	1.1909	0.9936	0.8103	0.8056	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
32	32	3568	837	0	0.48	768	4.4223	4.5204	4.5465	0.1174	0.1325	0.1333	0.1331	1.0318	1.0923	0.9922	0.822	0.8144	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
33	33	4510	487	2	0.4	768	4.4171	4.5164	4.5441	0.1211	0.1325	0.1333	0.1239	0.9263	0.9624	0.9796	0.8369	0.8344	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
34	34	5701	418	0	0.11	768	4.4095	4.5255	4.5558	0.1161	0.1325	0.1333	0.164	0.9371	0.9951	0.9882	0.8331	0.828	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
35	35	7206	407	0	0.05	768	4.3972	4.5355	4.5675	0.1153	0.0871	0.0859	0.1911	0.9111	0.9788	0.9831	0.8385	0.8328	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
36	36	9108	657	0	0.0	768	4.4016	4.5345	4.5669	0.1177	0.1325	0.1333	0.2255	0.887	0.9458	0.9736	0.8471	0.8401	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
37	37	11513	442	1	0.22	768	4.4035	4.5351	4.5687	0.1195	0.1325	0.1333	0.094	0.7444	0.7901	0.9898	0.8675	0.8617	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
38	38	14552	398	1	0.37	768	4.3894	4.5339	4.57	0.1192	0.1325	0.1333	0.0948	0.6749	0.7136	0.9854	0.875	0.8697	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
39	39	18393	369	2	0.04	768	4.3986	4.5308	4.5635	0.1189	0.1325	0.1333	0.1716	0.6803	0.694	0.9693	0.8727	0.8691	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
40	40	23249	75	2	0.43	768	4.3936	4.5189	4.5551	0.1238	0.1325	0.1333	0.2748	0.7523	0.7645	0.9483	0.872	0.8683	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
41	41	29386	179	1	0.18	768	4.3826	4.524	4.564	0.1228	0.1325	0.1333	0.1624	0.5838	0.6153	0.9701	0.888	0.8827	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
42	42	37143	442	0	0.09	768	4.4086	4.5086	4.527	0.1234	0.1325	0.1333	0.2017	0.5529	0.5507	0.9658	0.8955	0.8931	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
43	43	46947	111	0	0.14	768	4.4489	4.4949	4.5047	0.1267	0.1325	0.1333	0.2254	0.5133	0.5187	0.9602	0.9006	0.8981	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
44	44	59340	242	0	0.37	768	4.4787	4.4925	4.4998	0.1266	0.1325	0.1333	0.2219	0.4753	0.4802	0.9573	0.9075	0.9059	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
45	45	75005	107	0	0.35	768	4.4953	4.4954	4.4981	0.1297	0.1325	0.1333	0.2393	0.4677	0.474	0.9526	0.9073	0.9066	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
46	46	94804	150	0	0.11	768	4.4842	4.4942	4.4978	0.1305	0.1325	0.1333	0.2268	0.4412	0.4489	0.9561	0.9131	0.9112	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
47	47	119830	38	2	0.41	768	4.4817	4.4899	4.4962	0.1295	0.1325	0.1333	0.7464	0.855	0.8317	0.8522	0.842	0.8393	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
48	48	151463	248	2	0.23	768	4.4829	4.4829	4.4924	0.1259	0.1325	0.1333	0.1461	0.3456	0.3536	0.9694	0.9307	0.9291	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
49	49	191445	670	1	0.29	768	4.481	4.4815	4.4941	0.1229	0.1325	0.1333	0.1867	0.3392	0.3516	0.9608	0.9304	0.9263	albert	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
0	0	1	776	0	0.09	768	5.015	5.5224	5.5219	1.0	0.1325	0.1333	0.0022	5.5952	5.592	1.0	0.1325	0.1333	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
1	1	2	433	2	0.27	768	5.0297	5.5319	5.5304	0.5	0.0092	0.0109	0.0001	9.2408	9.2244	1.0	0.0493	0.0505	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
2	2	3	310	1	0.38	768	4.7677	5.4915	5.4897	0.6667	0.1325	0.1333	0.0022	6.8361	6.8262	1.0	0.1394	0.1411	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
3	3	4	300	1	0.42	768	4.8514	5.4744	5.4744	0.5	0.1325	0.1333	0.0028	7.7359	7.7305	1.0	0.1472	0.1434	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
4	4	5	1009	2	0.39	768	4.9072	5.4385	5.4386	0.4	0.1325	0.1333	0.0	14.1118	14.1154	1.0	0.1578	0.1577	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
5	5	6	657	2	0.41	768	4.9491	5.4467	5.4476	0.3333	0.1325	0.1333	0.0002	10.9247	10.9472	1.0	0.1516	0.1484	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
6	6	8	455	2	0.23	768	4.908	5.4397	5.4411	0.25	0.0092	0.0109	0.0002	11.1422	11.1774	1.0	0.1265	0.1248	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
7	7	10	103	2	0.09	768	4.7008	5.4216	5.4221	0.3	0.0092	0.0109	0.005	7.4139	7.4482	1.0	0.1367	0.1361	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
8	8	13	203	2	0.14	768	4.5678	5.3785	5.378	0.3077	0.0092	0.0109	0.0014	8.131	8.1198	1.0	0.1914	0.1962	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
9	9	16	150	1	0.31	768	4.6705	5.3296	5.3292	0.25	0.0092	0.0109	0.0104	6.3322	6.324	1.0	0.2169	0.2208	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
10	10	21	72	0	0.15	768	4.6939	5.2563	5.2569	0.1905	0.0092	0.0109	0.1093	5.5106	5.5072	1.0	0.2131	0.2169	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
11	11	26	467	2	0.27	768	4.5853	5.2066	5.2091	0.1923	0.1325	0.1333	0.0009	9.6258	9.559	1.0	0.2733	0.2715	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
12	12	33	377	2	0.5	768	4.4091	5.14	5.1428	0.2121	0.1325	0.1333	0.0101	8.2829	8.2704	1.0	0.3203	0.32	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
13	13	42	436	0	0.44	768	4.5329	5.0996	5.1013	0.1667	0.1325	0.1333	0.2467	5.1802	5.156	1.0	0.2897	0.2895	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
14	14	53	382	0	0.1	768	4.5302	5.052	5.0532	0.1887	0.1325	0.1333	0.2035	4.8479	4.8247	1.0	0.3687	0.3684	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
15	15	67	326	2	0.5	768	4.5732	5.0467	5.0505	0.1642	0.1325	0.1333	0.069	6.475	6.4402	1.0	0.3753	0.3782	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
16	16	84	326	2	0.49	768	4.4723	4.9956	4.9975	0.1548	0.0871	0.0859	0.0808	5.5345	5.5003	1.0	0.3827	0.3824	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
17	17	106	247	2	0.44	768	4.5024	4.9224	4.9228	0.1415	0.0871	0.0859	0.1416	4.7376	4.7112	0.9906	0.4096	0.4124	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
18	18	134	179	2	0.05	768	4.4543	4.879	4.8771	0.1418	0.0871	0.0859	0.0192	4.9864	4.9319	1.0	0.4411	0.4434	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
19	19	170	137	2	0.02	768	4.5188	4.7848	4.7849	0.1235	0.0871	0.0859	0.0341	3.5763	3.5732	1.0	0.4684	0.4771	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
20	20	215	786	2	0.23	768	4.4632	4.7362	4.7369	0.1302	0.0788	0.0795	0.0015	3.7617	3.7951	1.0	0.5334	0.5399	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
21	21	271	410	1	0.31	768	4.451	4.6909	4.6923	0.1218	0.0871	0.0859	0.023	2.6002	2.628	1.0	0.5563	0.5599	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
22	22	343	388	1	0.37	768	4.4696	4.6608	4.6669	0.1254	0.0871	0.0859	0.0358	2.3502	2.3989	1.0	0.5928	0.5919	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
23	23	433	38	2	0.25	768	4.4121	4.6623	4.6696	0.1316	0.0871	0.0859	0.6306	2.6174	2.6613	0.9376	0.5226	0.5259	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
24	24	548	467	1	0.41	768	4.3892	4.6403	4.6492	0.1296	0.0871	0.0859	0.0415	2.1747	2.2289	1.0	0.624	0.6215	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
25	25	692	176	0	0.09	768	4.4028	4.6129	4.6255	0.1272	0.0871	0.0859	0.0846	2.1539	2.1883	1.0	0.6327	0.6289	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
26	26	875	57	2	0.02	768	4.4205	4.5923	4.6057	0.1223	0.0871	0.0859	0.0552	2.2351	2.288	1.0	0.6475	0.6458	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
27	27	1106	968	2	0.15	768	4.4684	4.5463	4.5648	0.1103	0.0871	0.0859	0.0029	2.3342	2.4877	1.0	0.7068	0.7035	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
28	28	1398	268	0	0.01	768	4.4545	4.5212	4.5432	0.1173	0.1325	0.1333	0.0617	1.681	1.7254	1.0	0.7123	0.7072	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
29	29	1767	270	0	0.3	768	4.4411	4.5226	4.5464	0.116	0.1325	0.1333	0.0658	1.5043	1.5623	1.0	0.7441	0.7429	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
30	30	2234	596	2	0.24	768	4.417	4.5303	4.5576	0.1164	0.1325	0.1333	0.3307	1.5202	1.6488	0.949	0.7462	0.7431	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
31	31	2823	694	0	0.49	768	4.4176	4.5238	4.5528	0.1162	0.1325	0.1333	0.1109	1.2624	1.335	0.9982	0.7864	0.7827	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
32	32	3568	837	0	0.48	768	4.4223	4.5204	4.5465	0.1174	0.1325	0.1333	0.1167	1.1806	1.2397	0.9975	0.8	0.7954	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
33	33	4510	487	2	0.4	768	4.4171	4.5164	4.5441	0.1211	0.1325	0.1333	0.166	1.0416	1.0772	0.9752	0.8186	0.8133	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
34	34	5701	418	0	0.11	768	4.4095	4.5255	4.5558	0.1161	0.1325	0.1333	0.1008	1.0574	1.1193	0.9989	0.8207	0.8154	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
35	35	7206	407	0	0.05	768	4.3972	4.5355	4.5675	0.1153	0.0871	0.0859	0.1412	1.034	1.1004	0.9968	0.8268	0.8212	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
36	36	9108	657	0	0.0	768	4.4016	4.5345	4.5669	0.1177	0.1325	0.1333	0.1683	0.9738	1.0434	0.994	0.8395	0.8314	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
37	37	11513	442	1	0.22	768	4.4035	4.5351	4.5687	0.1195	0.1325	0.1333	0.1808	0.8252	0.8534	0.9764	0.855	0.8502	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
38	38	14552	398	1	0.37	768	4.3894	4.5339	4.57	0.1192	0.1325	0.1333	0.162	0.7524	0.7883	0.976	0.8622	0.8571	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
39	39	18393	369	2	0.04	768	4.3986	4.5308	4.5635	0.1189	0.1325	0.1333	0.2043	0.8224	0.8335	0.9646	0.8551	0.8495	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
40	40	23249	75	2	0.43	768	4.3936	4.5189	4.5551	0.1238	0.1325	0.1333	0.3264	0.8399	0.8643	0.9448	0.8573	0.8543	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
41	41	29386	179	1	0.18	768	4.3826	4.524	4.564	0.1228	0.1325	0.1333	0.1876	0.65	0.6828	0.967	0.8785	0.8743	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
42	42	37143	442	0	0.09	768	4.4086	4.5086	4.527	0.1234	0.1325	0.1333	0.2573	0.6579	0.6476	0.9621	0.8777	0.8803	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
43	43	46947	111	0	0.14	768	4.4489	4.4949	4.5047	0.1267	0.1325	0.1333	0.2448	0.5987	0.5848	0.9615	0.888	0.8908	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
44	44	59340	242	0	0.37	768	4.4787	4.4925	4.4998	0.1266	0.1325	0.1333	0.2898	0.5744	0.5645	0.949	0.8907	0.8944	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
45	45	75005	107	0	0.35	768	4.4953	4.4954	4.4981	0.1297	0.1325	0.1333	0.2687	0.5462	0.5391	0.9506	0.8956	0.8983	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
46	46	94804	150	0	0.11	768	4.4842	4.4942	4.4978	0.1305	0.1325	0.1333	0.2862	0.5218	0.5187	0.9493	0.9019	0.9015	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
47	47	119830	38	2	0.41	768	4.4817	4.4899	4.4962	0.1295	0.1325	0.1333	0.9256	1.0447	1.0189	0.8272	0.818	0.8167	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
48	48	151463	248	2	0.23	768	4.4829	4.4829	4.4924	0.1259	0.1325	0.1333	0.2065	0.4125	0.4058	0.9575	0.9193	0.9178	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
