	run	ndata	hidden_size	nlayers	dropout	embedding_size	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	base_train_loss	base_dev_loss	base_test_loss	base_train_acc	base_dev_acc	base_test_acc	representation	model	language	n_train	n_test	entropy	entropy_conditional	n_classes
49	49	191445	670	1	0.29	768	4.481	4.4815	4.4941	0.1229	0.1325	0.1333	0.1259	0.3696	0.3833	0.9765	0.9269	0.9235	roberta	mlp	english	191445	23019	4.481868174637928	1.0049512672380234	48
0	0	1	776	0	0.09	768	4.2977	4.8486	4.8464	1.0	0.0583	0.062	0.0	6.6474	6.6474	1.0	0.0583	0.062	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
1	1	2	433	2	0.27	768	4.3219	4.7686	4.7695	0.5	0.0583	0.062	0.0	15.3762	15.4294	1.0	0.1545	0.1535	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
2	2	3	310	1	0.38	768	4.3458	4.7663	4.7639	0.3333	0.0446	0.0503	0.0002	7.9545	7.9319	1.0	0.1567	0.1583	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
3	3	4	300	1	0.42	768	4.3692	4.7506	4.7481	0.25	0.0446	0.0503	0.0007	7.1934	7.1659	1.0	0.1645	0.1673	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
4	4	5	1009	2	0.39	768	4.3923	4.7222	4.7209	0.2	0.0446	0.0503	0.0	7.8137	7.8342	1.0	0.2253	0.2275	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
5	5	6	657	2	0.41	768	4.415	4.7348	4.7336	0.1667	0.0446	0.0503	0.0001	6.9416	6.9483	1.0	0.1673	0.1689	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
6	6	8	455	2	0.23	768	4.2519	4.6811	4.6806	0.25	0.0583	0.062	0.0003	10.1039	10.0685	1.0	0.1235	0.1273	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
7	7	9	103	2	0.09	768	4.1432	4.6454	4.6466	0.3333	0.1781	0.1729	0.0041	7.1342	7.1422	1.0	0.2258	0.2252	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
8	8	12	203	2	0.14	768	4.1418	4.6337	4.637	0.3333	0.1781	0.1729	0.0005	7.7397	7.7841	1.0	0.217	0.2137	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
9	9	14	150	1	0.31	768	4.1214	4.6303	4.6342	0.2857	0.1781	0.1729	0.001	6.4577	6.4939	1.0	0.2536	0.2509	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
10	10	18	72	0	0.15	768	4.1796	4.6243	4.6241	0.2222	0.1781	0.1729	0.0094	6.0592	6.0573	1.0	0.2542	0.2546	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
11	11	22	467	2	0.27	768	4.1782	4.6	4.5996	0.1818	0.1781	0.1729	0.0002	6.4585	6.4731	1.0	0.3035	0.3025	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
12	12	27	377	2	0.5	768	4.2565	4.6206	4.6202	0.1481	0.1781	0.1729	0.0001	5.5243	5.5378	1.0	0.3133	0.3122	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
13	13	33	436	0	0.44	768	4.1645	4.5883	4.5889	0.1515	0.1781	0.1729	0.0168	5.1313	5.1358	1.0	0.3089	0.3092	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
14	14	41	382	0	0.1	768	4.2582	4.4588	4.4636	0.1463	0.1781	0.1729	0.0047	3.7746	3.8039	1.0	0.3869	0.3863	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
15	15	51	326	2	0.5	768	4.1912	4.4159	4.421	0.1569	0.1781	0.1729	0.0128	3.5042	3.544	1.0	0.4003	0.3982	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
16	16	63	326	2	0.49	768	4.0539	4.3584	4.3662	0.2063	0.1781	0.1729	0.0083	3.5863	3.6078	1.0	0.4418	0.4349	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
17	17	77	247	2	0.44	768	4.0918	4.2848	4.2927	0.1818	0.1781	0.1729	0.0099	3.4233	3.477	1.0	0.4642	0.457	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
18	18	96	179	2	0.05	768	4.0469	4.2124	4.2215	0.1771	0.1781	0.1729	0.0026	3.66	3.7123	1.0	0.4859	0.4802	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
19	19	118	137	2	0.02	768	4.0593	4.2202	4.2295	0.178	0.1781	0.1729	0.0051	3.5556	3.5871	1.0	0.4805	0.476	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
20	20	146	786	2	0.23	768	3.971	4.1624	4.1727	0.1918	0.1781	0.1729	0.0003	4.4471	4.5437	1.0	0.514	0.5076	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
21	21	180	410	1	0.31	768	3.9271	4.1401	4.1505	0.2	0.1781	0.1729	0.0051	3.1909	3.2387	1.0	0.5253	0.5196	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
22	22	223	388	1	0.37	768	3.9568	4.1036	4.1137	0.1883	0.1781	0.1729	0.0071	2.709	2.7484	1.0	0.5616	0.5549	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
23	23	276	38	2	0.25	768	3.9372	4.0926	4.1043	0.1957	0.1781	0.1729	0.1936	2.6642	2.677	0.9855	0.5324	0.531	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
24	24	341	467	1	0.41	768	3.9166	4.0885	4.099	0.1906	0.1781	0.1729	0.0079	2.5944	2.6207	1.0	0.5899	0.5854	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
25	25	421	176	0	0.09	768	3.963	4.0733	4.0849	0.1829	0.1781	0.1729	0.18	2.3156	2.3444	1.0	0.5919	0.5872	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
26	26	520	57	2	0.02	768	3.976	4.0688	4.0818	0.1769	0.1781	0.1729	0.1557	2.3671	2.4001	1.0	0.5924	0.5903	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
27	27	642	968	2	0.15	768	3.9504	4.0634	4.0783	0.1869	0.1781	0.1729	0.0006	3.5331	3.5945	1.0	0.6331	0.633	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
28	28	794	268	0	0.01	768	3.9443	4.0604	4.075	0.1864	0.1781	0.1729	0.2692	2.0558	2.0933	0.9987	0.6282	0.6249	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
29	29	981	270	0	0.3	768	3.9348	4.0653	4.0794	0.1865	0.1781	0.1729	0.3759	1.9524	1.9834	0.9898	0.6468	0.6466	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
30	30	1212	596	2	0.24	768	3.9375	4.069	4.0847	0.1873	0.1781	0.1729	0.007	2.3993	2.4392	1.0	0.6874	0.6843	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
31	31	1498	694	0	0.49	768	3.9606	4.0735	4.0909	0.1883	0.1781	0.1729	0.2409	1.7533	1.7934	0.9947	0.6907	0.6902	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
32	32	1851	837	0	0.48	768	3.9618	4.0754	4.0932	0.188	0.1781	0.1729	0.2706	1.6393	1.6759	0.9881	0.71	0.7088	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
33	33	2287	487	2	0.4	768	3.9453	4.081	4.0992	0.1928	0.1781	0.1729	0.3922	1.5694	1.6057	0.9314	0.7224	0.7196	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
34	34	2826	418	0	0.11	768	3.9428	4.0884	4.1073	0.1921	0.1781	0.1729	0.3479	1.5421	1.5779	0.9706	0.7274	0.7249	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
35	35	3492	407	0	0.05	768	3.9432	4.0932	4.1125	0.1913	0.1781	0.1729	0.3676	1.4869	1.5213	0.9651	0.7394	0.7383	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
36	36	4315	657	0	0.0	768	3.9368	4.1014	4.1211	0.191	0.1781	0.1729	0.3846	1.4259	1.4548	0.9571	0.7537	0.7519	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
37	37	5332	442	1	0.22	768	3.9415	4.1022	4.1225	0.1885	0.1781	0.1729	0.3494	1.3579	1.3962	0.9411	0.7671	0.767	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
38	38	6589	398	1	0.37	768	3.9428	4.1075	4.1284	0.1867	0.1781	0.1729	0.526	1.2996	1.3338	0.9032	0.7703	0.7689	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
39	39	8142	369	2	0.04	768	3.9394	4.1132	4.1345	0.1868	0.1781	0.1729	0.4209	1.4112	1.4573	0.9183	0.7766	0.7717	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
40	40	10061	75	2	0.43	768	3.9273	4.1195	4.1417	0.1912	0.1781	0.1729	0.6534	1.282	1.3189	0.8784	0.7754	0.7717	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
41	41	12432	179	1	0.18	768	3.9322	4.1239	4.1468	0.1911	0.1781	0.1729	0.5129	1.2266	1.2595	0.8989	0.7943	0.7929	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
42	42	15362	442	0	0.09	768	3.9288	4.1296	4.1531	0.1911	0.1781	0.1729	0.4185	1.2027	1.2252	0.9265	0.803	0.8012	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
43	43	18983	111	0	0.14	768	3.9284	4.1353	4.1596	0.1918	0.1781	0.1729	0.5257	1.1929	1.2142	0.9037	0.8037	0.804	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
44	44	23457	242	0	0.37	768	3.9277	4.1417	4.1665	0.1914	0.1781	0.1729	0.5154	1.1692	1.1941	0.8977	0.8111	0.8113	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
45	45	28985	107	0	0.35	768	3.9274	4.1479	4.1734	0.1907	0.1781	0.1729	0.5459	1.1463	1.1736	0.8915	0.8159	0.8144	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
46	46	35816	150	0	0.11	768	3.9489	4.0577	4.0741	0.1892	0.1781	0.1729	0.4856	0.8117	0.8109	0.9035	0.8385	0.838	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
47	47	44258	38	2	0.41	768	3.987	4.0258	4.0387	0.1841	0.1781	0.1729	1.1747	1.3186	1.316	0.7691	0.7393	0.7421	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
48	48	54689	248	2	0.23	768	4.0154	4.0178	4.0295	0.1796	0.1781	0.1729	0.3574	0.6234	0.6203	0.9243	0.8669	0.8684	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
49	49	67578	670	1	0.29	768	4.0297	4.0163	4.0275	0.1766	0.1781	0.1729	0.2791	0.5752	0.5755	0.9458	0.8761	0.8781	bert	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
0	0	1	776	0	0.09	300	4.2977	4.8486	4.8464	1.0	0.0583	0.062	0.7059	4.8577	4.8545	1.0	0.0582	0.0619	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
1	1	2	433	2	0.27	300	4.3219	4.7686	4.7695	0.5	0.0583	0.062	0.0	5.3553	5.3675	1.0	0.2233	0.2222	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
2	2	3	310	1	0.38	300	4.3458	4.7663	4.7639	0.3333	0.0446	0.0503	0.022	4.2433	4.2452	1.0	0.2276	0.2264	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
3	3	4	300	1	0.42	300	4.3692	4.7506	4.7481	0.25	0.0446	0.0503	0.0303	4.2156	4.217	1.0	0.2376	0.2378	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
4	4	5	1009	2	0.39	300	4.3923	4.7222	4.7209	0.2	0.0446	0.0503	0.0003	6.6838	6.6707	1.0	0.2389	0.2374	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
5	5	6	657	2	0.41	300	4.415	4.7348	4.7336	0.1667	0.0446	0.0503	0.0012	6.1042	6.0985	1.0	0.2308	0.2291	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
6	6	8	455	2	0.23	300	4.2519	4.6811	4.6806	0.25	0.0583	0.062	0.0014	7.3808	7.3384	1.0	0.2278	0.2271	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
7	7	9	103	2	0.09	300	4.1432	4.6454	4.6466	0.3333	0.1781	0.1729	0.032	5.334	5.3227	1.0	0.2255	0.2256	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
8	8	12	203	2	0.14	300	4.1418	4.6337	4.637	0.3333	0.1781	0.1729	0.0091	6.7232	6.7118	1.0	0.2323	0.2317	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
9	9	14	150	1	0.31	300	4.1214	4.6303	4.6342	0.2857	0.1781	0.1729	0.2472	4.8342	4.8399	1.0	0.2683	0.2652	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
10	10	18	72	0	0.15	300	4.1796	4.6243	4.6241	0.2222	0.1781	0.1729	1.3304	4.0857	4.0925	1.0	0.2961	0.2976	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
11	11	22	467	2	0.27	300	4.1782	4.6	4.5996	0.1818	0.1781	0.1729	0.0141	7.7711	7.719	1.0	0.3151	0.3144	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
12	12	27	377	2	0.5	300	4.2565	4.6206	4.6202	0.1481	0.1781	0.1729	0.3145	6.5683	6.5258	1.0	0.3124	0.313	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
13	13	33	436	0	0.44	300	4.1645	4.5883	4.5889	0.1515	0.1781	0.1729	1.419	3.9999	4.0048	1.0	0.3114	0.3132	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
14	14	41	382	0	0.1	300	4.2582	4.4588	4.4636	0.1463	0.1781	0.1729	0.8442	3.6549	3.6663	1.0	0.3643	0.3643	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
15	15	51	326	2	0.5	300	4.1912	4.4159	4.421	0.1569	0.1781	0.1729	0.7702	4.0527	4.0586	0.8824	0.3505	0.3519	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
16	16	63	326	2	0.49	300	4.0539	4.3584	4.3662	0.2063	0.1781	0.1729	0.7605	4.277	4.2804	0.8889	0.3618	0.3614	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
17	17	77	247	2	0.44	300	4.0918	4.2848	4.2927	0.1818	0.1781	0.1729	0.9501	3.8835	3.882	0.8961	0.3876	0.3817	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
18	18	96	179	2	0.05	300	4.0469	4.2124	4.2215	0.1771	0.1781	0.1729	0.3821	3.8791	3.8811	0.9583	0.4284	0.4215	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
19	19	118	137	2	0.02	300	4.0593	4.2202	4.2295	0.178	0.1781	0.1729	0.6613	3.3937	3.4107	0.9237	0.4244	0.4222	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
20	20	146	786	2	0.23	300	3.971	4.1624	4.1727	0.1918	0.1781	0.1729	0.0239	4.2363	4.2452	1.0	0.4726	0.468	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
21	21	180	410	1	0.31	300	3.9271	4.1401	4.1505	0.2	0.1781	0.1729	0.706	2.9826	2.9844	0.9333	0.481	0.4785	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
22	22	223	388	1	0.37	300	3.9568	4.1036	4.1137	0.1883	0.1781	0.1729	0.1331	2.7204	2.7181	1.0	0.5126	0.5135	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
23	23	276	38	2	0.25	300	3.9372	4.0926	4.1043	0.1957	0.1781	0.1729	1.1351	2.927	2.9522	0.8551	0.4547	0.4515	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
24	24	341	467	1	0.41	300	3.9166	4.0885	4.099	0.1906	0.1781	0.1729	0.1711	2.6237	2.6344	0.9941	0.5381	0.5353	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
25	25	421	176	0	0.09	300	3.963	4.0733	4.0849	0.1829	0.1781	0.1729	0.565	2.4772	2.4942	0.9929	0.5375	0.5352	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
26	26	520	57	2	0.02	300	3.976	4.0688	4.0818	0.1769	0.1781	0.1729	0.9989	2.5906	2.6127	0.8577	0.5223	0.5225	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
27	27	642	968	2	0.15	300	3.9504	4.0634	4.0783	0.1869	0.1781	0.1729	0.082	3.0689	3.1174	1.0	0.5937	0.5893	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
28	28	794	268	0	0.01	300	3.9443	4.0604	4.075	0.1864	0.1781	0.1729	0.6564	2.2759	2.2983	0.9824	0.5774	0.5735	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
29	29	981	270	0	0.3	300	3.9348	4.0653	4.0794	0.1865	0.1781	0.1729	0.5631	2.131	2.1584	0.9725	0.6054	0.6014	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
30	30	1212	596	2	0.24	300	3.9375	4.069	4.0847	0.1873	0.1781	0.1729	0.7449	2.2033	2.2606	0.8721	0.6134	0.6064	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
31	31	1498	694	0	0.49	300	3.9606	4.0735	4.0909	0.1883	0.1781	0.1729	0.6331	1.9983	2.0318	0.9439	0.6355	0.6294	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
32	32	1851	837	0	0.48	300	3.9618	4.0754	4.0932	0.188	0.1781	0.1729	0.6202	1.9242	1.9523	0.9373	0.6522	0.649	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
33	33	2287	487	2	0.4	300	3.9453	4.081	4.0992	0.1928	0.1781	0.1729	0.6242	1.8699	1.9133	0.8806	0.6715	0.673	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
34	34	2826	418	0	0.11	300	3.9428	4.0884	4.1073	0.1921	0.1781	0.1729	0.6408	1.8159	1.8421	0.9264	0.6714	0.6687	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
35	35	3492	407	0	0.05	300	3.9432	4.0932	4.1125	0.1913	0.1781	0.1729	0.6338	1.7736	1.7982	0.9207	0.6775	0.6769	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
36	36	4315	657	0	0.0	300	3.9368	4.1014	4.1211	0.191	0.1781	0.1729	0.7622	1.705	1.7334	0.8848	0.698	0.6961	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
37	37	5332	442	1	0.22	300	3.9415	4.1022	4.1225	0.1885	0.1781	0.1729	0.6794	1.6126	1.656	0.8768	0.7127	0.711	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
38	38	6589	398	1	0.37	300	3.9428	4.1075	4.1284	0.1867	0.1781	0.1729	0.5581	1.5019	1.5486	0.8951	0.7371	0.7316	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
39	39	8142	369	2	0.04	300	3.9394	4.1132	4.1345	0.1868	0.1781	0.1729	0.8187	1.7537	1.8154	0.8277	0.7086	0.7075	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
40	40	10061	75	2	0.43	300	3.9273	4.1195	4.1417	0.1912	0.1781	0.1729	0.8669	1.5382	1.5802	0.8157	0.7232	0.7217	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
41	41	12432	179	1	0.18	300	3.9322	4.1239	4.1468	0.1911	0.1781	0.1729	0.7115	1.4584	1.4962	0.8576	0.748	0.7475	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
42	42	15362	442	0	0.09	300	3.9288	4.1296	4.1531	0.1911	0.1781	0.1729	0.8813	1.5208	1.5461	0.8341	0.7384	0.736	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
43	43	18983	111	0	0.14	300	3.9284	4.1353	4.1596	0.1918	0.1781	0.1729	0.9236	1.5034	1.5332	0.8255	0.7419	0.7389	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
44	44	23457	242	0	0.37	300	3.9277	4.1417	4.1665	0.1914	0.1781	0.1729	0.9791	1.5046	1.5389	0.8129	0.7434	0.7426	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
45	45	28985	107	0	0.35	300	3.9274	4.1479	4.1734	0.1907	0.1781	0.1729	1.0097	1.5015	1.537	0.8064	0.7448	0.7433	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
46	46	35816	150	0	0.11	300	3.9489	4.0577	4.0741	0.1892	0.1781	0.1729	0.8521	1.17	1.1837	0.8264	0.7714	0.7703	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
47	47	44258	38	2	0.41	300	3.987	4.0258	4.0387	0.1841	0.1781	0.1729	1.3664	1.4835	1.5078	0.7151	0.6908	0.6848	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
48	48	54689	248	2	0.23	300	4.0154	4.0178	4.0295	0.1796	0.1781	0.1729	0.3955	0.7872	0.7874	0.9157	0.8352	0.8315	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
49	49	67578	670	1	0.29	300	4.0297	4.0163	4.0275	0.1766	0.1781	0.1729	0.443	0.7658	0.7691	0.9087	0.8376	0.8369	fast	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
0	0	1	776	0	0.09	272	4.2977	4.8486	4.8464	1.0	0.0583	0.062	0.0002	5.1186	5.1205	1.0	0.0348	0.035	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
1	1	2	433	2	0.27	145	4.3219	4.7686	4.7695	0.5	0.0583	0.062	0.0	5.9695	5.9882	1.0	0.161	0.1595	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
2	2	3	310	1	0.38	182	4.3458	4.7663	4.7639	0.3333	0.0446	0.0503	0.0002	4.5305	4.5342	1.0	0.1792	0.1776	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
3	3	4	300	1	0.42	205	4.3692	4.7506	4.7481	0.25	0.0446	0.0503	0.0004	4.5327	4.5367	1.0	0.1237	0.1233	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
4	4	5	1009	2	0.39	134	4.3923	4.7222	4.7209	0.2	0.0446	0.0503	0.0	8.1844	8.205	1.0	0.1454	0.146	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
5	5	6	657	2	0.41	245	4.415	4.7348	4.7336	0.1667	0.0446	0.0503	0.0	5.7137	5.7304	1.0	0.1295	0.1234	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
6	6	8	455	2	0.23	133	4.2519	4.6811	4.6806	0.25	0.0583	0.062	0.0	5.8089	5.828	1.0	0.1879	0.186	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
7	7	9	103	2	0.09	108	4.1432	4.6454	4.6466	0.3333	0.1781	0.1729	0.0024	4.3196	4.3282	1.0	0.1851	0.1833	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
8	8	12	203	2	0.14	93	4.1418	4.6337	4.637	0.3333	0.1781	0.1729	0.0007	5.0609	5.0925	1.0	0.1935	0.1889	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
9	9	14	150	1	0.31	212	4.1214	4.6303	4.6342	0.2857	0.1781	0.1729	0.0019	4.172	4.1879	1.0	0.2099	0.2068	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
10	10	18	72	0	0.15	103	4.1796	4.6243	4.6241	0.2222	0.1781	0.1729	0.0326	4.3904	4.416	1.0	0.2276	0.2221	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
11	11	22	467	2	0.27	113	4.1782	4.6	4.5996	0.1818	0.1781	0.1729	0.0002	5.5952	5.595	1.0	0.2333	0.23	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
12	12	27	377	2	0.5	99	4.2565	4.6206	4.6202	0.1481	0.1781	0.1729	0.0047	5.0093	5.0178	1.0	0.2386	0.2321	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
13	13	33	436	0	0.44	148	4.1645	4.5883	4.5889	0.1515	0.1781	0.1729	0.0291	4.3819	4.3919	1.0	0.2281	0.2258	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
14	14	41	382	0	0.1	165	4.2582	4.4588	4.4636	0.1463	0.1781	0.1729	0.0586	4.3108	4.3169	1.0	0.2425	0.2394	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
15	15	51	326	2	0.5	60	4.1912	4.4159	4.421	0.1569	0.1781	0.1729	0.0842	4.1962	4.2197	1.0	0.268	0.2635	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
16	16	63	326	2	0.49	84	4.0539	4.3584	4.3662	0.2063	0.1781	0.1729	0.0335	4.1316	4.1667	1.0	0.2684	0.2657	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
17	17	77	247	2	0.44	238	4.0918	4.2848	4.2927	0.1818	0.1781	0.1729	0.0015	3.923	3.9462	1.0	0.2854	0.2801	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
18	18	96	179	2	0.05	122	4.0469	4.2124	4.2215	0.1771	0.1781	0.1729	0.0033	4.2176	4.2269	1.0	0.2893	0.2887	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
19	19	118	137	2	0.02	144	4.0593	4.2202	4.2295	0.178	0.1781	0.1729	0.0063	4.0016	4.0292	1.0	0.3048	0.2986	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
20	20	146	786	2	0.23	79	3.971	4.1624	4.1727	0.1918	0.1781	0.1729	0.0004	5.5076	5.5346	1.0	0.3061	0.3045	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
21	21	180	410	1	0.31	159	3.9271	4.1401	4.1505	0.2	0.1781	0.1729	0.0077	3.8976	3.911	1.0	0.3243	0.32	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
22	22	223	388	1	0.37	154	3.9568	4.1036	4.1137	0.1883	0.1781	0.1729	0.0137	3.784	3.7896	1.0	0.3277	0.3259	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
23	23	276	38	2	0.25	148	3.9372	4.0926	4.1043	0.1957	0.1781	0.1729	1.4006	3.4737	3.4829	0.8297	0.3135	0.3064	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
24	24	341	467	1	0.41	115	3.9166	4.0885	4.099	0.1906	0.1781	0.1729	0.052	3.8855	3.9395	1.0	0.3288	0.3266	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
